show,rating,title,content,company,author,date
Beetlejuice,6,BEETLEJUICE: TIM BURTON’S 1988 CULT FILM KINDA MUSICALIZED,"So with the adjusted book, audiences are now treated to this watered down, gussied up Beetlejuice. The production seesaws somewhat precariously between the dead Adam and Barbara, and the spots-the-dead Lydia. Adam and Barbara, sometimes throwing sheets over themselves to appear as traditional ghosts, seem to be fighting for attention with Lydia's wanting to resurrect her mother. All the while, the comically desperate Beetlejuice contrives to do his handwringing worst.",New York Stage Review,David Finkle,04/25/2019
Beetlejuice,6,"Beetlejuice review at the Winter Garden, New York – ‘uneasy mixture of the mournful and macabre’","Alex Timbers' production looks suitably Burton-esque while also attempting to give more of a backstory to the characters. Despite lots of solid laughs, some clever fourth-wall-breaking, and some strong performances, the middling rock-pop score and the unwieldy, sorrowful storyline sap some of the vitality from the original.",The Stage,Nicole Serratore,04/25/2019
Beetlejuice,5,'Beetlejuice' review: Broadway musical yet another charmless adaptation of a popular movie,"The cast is solid, including a pepped-up and gravely-voiced Brightman, assertive Caruso and delightfully dorky McClure and Butler. By not taking it seriously, ""Beetlejuice"" may very well offer a reasonably fun time at the theater. But don't we expect better than that?",amNY,Matt Windman,04/25/2019
Beetlejuice,5,'Beetlejuice' review: It doesn't conjure up the spirit of the movie,"This problematic adaptation of Tim Burton's 1988 cult movie hit doesn't really know what to do with itself. In the title role, Alex Brightman gets more stage time than Michael Keaton's 18 minutes on screen, and with an abrasive, gravelly voice that's one stop short of laryngitis, he knocks his socks off trying to sell the show. But the material, especially the far-from-memorable songs by Eddie Perfect, simply doesn't cut it.",Newsday,Barbara Schuler,04/25/2019
Beetlejuice,5,"REVIEW: Disjointed, manic ‘Beetlejuice’ musical is a hard show to swallow","The show, at the Winter Garden Theatre, might have a better chance of persuading us to go on some deep satiric dive here if it was using an adult actress. But Caruso is not yet an adult, although a whopping teenage talent and about the only human to really emerge well from this disaster. Except perhaps for Leslie Kritzer, whose comic instincts as Delia are so great that even the less-than-Perfect's lyrics and the Scott Brown book cannot bury them in bad taste.",New York Daily News,Chris Jones,04/25/2019
Beetlejuice,4,"Review: In ‘Beetlejuice,’ the Afterlife Is Exhausting","The dead lead lives of noisy desperation in ""Beetlejuice,"" the absolutely exhausting new musical that opened on Thursday at the Winter Garden Theater. This frantic adaptation of Tim Burton's much-loved 1988 film is sure to dishearten those who like to think of the afterlife as one unending, undisturbed sleep.",New York Times,Ben Brantley,04/25/2019
Beetlejuice,4,‘Beetlejuice’ Broadway Review: Tim Burton’s Ghosts Turn Scarily Uncomic in Musical Misfire,"Elaine Stritch once visited Nathan Lane backstage at the ""Addams Family"" musical and famously told him, ""They're not paying you enough."" They're not paying Alex Brightman enough to star in the ghost ship of a new musical called ""Beetlejuice,"" which opened Thursday at Broadway's Winter Garden Theatre to mark the unfortunate end of the 2018-19 Broadway season.",The Wrap,Robert Hofler,04/25/2019
Beetlejuice,2,"‘Beetlejuice’ review: Musical is a coke-snorting, F-bombing disaster","Most of the cast overplays (Butler, Kritzer) or underplays (McClure, Dannheisser), but the talented Caruso, with a Cyndi Lauper-like voice, strikes the right balance. This is a challenge for all involved, especially in the second half of Scott Brown and Anthony King's jumbled book. Indeed, if the actors took their scripts, threw them into the air, picked up the pages and performed them in their new order, Act 2 would be about the same. Director Alex Timbers' hyperactive staging and David Korins' huge-but-ugly set don't help matters much.",New York Post,Johnny Oleksinski,04/25/2019
Betrayal,10,BETRAYAL: LESS IS MORE IN THIS LONDON-BORN REVIVAL,"Of the many subtle, seemingly inconsequential but spectacular choices that director Jamie Lloyd and the creative team make in the Broadway-by-way-of-London production of Harold Pinter's late-'70s love-triangle drama Betrayal, perhaps the best is a song that punctuates a couple of scene changes: ""Enjoy the Silence,"" by English electro-pop band Depeche Mode.",New York Stage Review,Melissa Rose Bernardo,09/05/2019
Betrayal,9,Review: Tom Hiddleston in a Love Triangle Undone by ‘Betrayal’,"Mr. Lloyd's interpretation balances surface elegance with an aching profundity, so that ""Betrayal"" becomes less about the anguish of love than of life itself. Specifically, I mean life as lived among people whom we can never truly know. That includes those closest to us; it also includes our own, elusive selves.",New York Times,Ben Brantley,09/05/2019
Betrayal,9,BWW Review: Director Jamie Lloyd's Subtle Way With Harold Pinter's BETRAYAL Makes For Riveting Storytelling,"The verbal thrills of Pinter's text arise from the fact that his characters are educated, literary people, well versed in the power of words - and the silences in between them - to attack and humiliate. But what is also revealed by the tightly wound ensemble under Lloyd's guidance is that, despite the play's title, this is also a romantic tragedy, though one played out with carefully restrained emotions. One person's act of Betrayal can be another's act of uncontrolled desire.",BroadwayWorld,Michael Dale,09/05/2019
Betrayal,9,Broadway Review: ‘Betrayal’ With Tom Hiddleston,"Director Jamie Lloyd's impeccable direction - now on Broadway, after a hot-ticket London run - strips Pinter's 1978 play to its bare bones: the excruciating examination of the slow death of a marriage. It's a daring approach, leaving the characters nowhere to hide. Certainly not in the language, which is so famously spare that even the pauses pulse with unspoken emotion and hidden meaning. And definitely not in the staging, which is the essence of minimalism.",Variety,Marilyn Stasio,09/05/2019
Betrayal,9,"‘Betrayal’ Broadway Review: Tom Hiddleston, Charlie Cox & Zawe Ashton In Pinter’s Affair To Remember","Secret love shacks, or love flats as the case may be, notwithstanding, no affair is an island built for two - there's always at least a third person in the mix, typically considered the betrayed. In Jamie Lloyd's masterful revival of Harold Pinter's Betrayal - one is tempted to call it a reinvention, so deeply and definitely urgent is his take - three of the ever-shifting betrayers and betrayees occupy the stage at all times, one or another bearing silent witness as the other two enact an affair's all-too-familiar scenes of lies, transgressions, excitement and the love that, at least fleetingly, prompts it all.",Deadline,Greg Evans,09/05/2019
Betrayal,9,'Betrayal': Theater Review,"Reverse chronology has become a familiar narrative device in film, but when Harold Pinter employed it in 1978 in his blisteringly personal drama about an extramarital affair, Betrayal, it was still uncommon enough to become highly influential. It makes the drama start from a place of awkwardness steeped in grief, two years after the illicit liaison has finished, and end at the beginning, with a rapturous sense of secret possibility, marbled by the deep vein of melancholy present from the first scene. That emotional complexity smolders like hot coals in Jamie Lloyd's expertly calibrated production, transferring to Broadway direct from its hit London engagement.",Hollywood Reporter,David Rooney,09/05/2019
Betrayal,9,‘Betrayal’ on Broadway: Tom Hiddleston Excels in Harold Pinter’s Very British Adultery Drama,"Pinter-and the brilliant trio of actors here-treat this uneasy dance as a particularly British game, where everyone is terrifically polite and sporting when they should be shouting, screaming and throwing suitcases out of windows. Instead, here a life-changing revelation is followed by a clipped inquiry into favorite books and summer holiday destinations.",Daily Beast,Tim Teeman,09/05/2019
Betrayal,9,"ENTERTAINMENT 'Betrayal' review: Jamie Lloyd, cast triumph with superb Harold Pinter revival on Broadway","I am hard-pressed to think of a better production of a Harold Pinter drama to play New York in over a decade than this sharp and absorbing London revival of 1978's ""Betrayal."" Directed by Jamie Lloyd, the relationship drama stars Tom Hiddleston (Loki in the Marvel Cinematic Universe), Charlie Cox (""Daredevil"") and Zawe Ashton (""Velvet Buzzsaw""). All three are making their Broadway debuts.",amNY,Matt Windman,09/05/2019
