,show,rating,title,content,company,author,date
134,Frozen,6,Review: ‘Frozen’ on Broadway Needs to Let It Go,"There at the end are two women leading the company into their bows, playing two characters not needing men to complete them, who are confident in themselves and loving of each other. Elsa and Anna are leaders and examples. That exhibition of female power-still, sadly, a radical concept in Hollywood and on Broadway-is to be welcomed, and particularly for young girls and boys to see, but this musical feels oddly frozen in its delivery of it.",Daily Beast,Tim Teeman,03/22/2018
135,Frozen,5,‘Frozen’ review: Disney’s new Broadway show lacks imagination,"The continued popularity of ""Frozen"" (which grossed $1.2 billion when it debuted at the movies in 2013 and has morphed into a phenomenon) probably explains why it has been adapted for the Broadway stage in such a straightforward, shallow and unimaginative manner, creating a disappointing and empty product.",amNY,Matt Windman,03/22/2018
136,Frozen,5,'Frozen': Theater Review,"Under the direction of Michael Grandage, Frozen doesn't entirely go wrong, but it does evince signs of the struggle to establish a consistent, unifying tone and to settle on a center in a story inherently bifurcated by having two heroines kept apart for most of the action. It ends up being merely adequate, a bland facsimile when it should have been something memorable in its own right.",The Hollywood Reporter,David Rooney,03/22/2018
137,Hadestown,10,'Hadestown' review: New musical soars with stunning visuals and bold performances,"Directed by Rachel Chavkin (""Natasha, Pierre & The Great Comet of 1812""), ""Hadestown"" contains a stunning visual design evoking both a New Orleans barroom scene and a smoldering mechanical underworld, complemented by the motion of turntables, a rollicking band, bold performances and expressive dance choreography. Whereas the previous Off-Broadway production was performed in the round, no impact has been lost in the transition to a traditional proscenium theater. The score - which contains airy folk-pop for the lovers and a livelier jazz idiom for the denizens of the underworld - comes off as distinctive and authentic by Broadway standards. Many of the songs are reflective in nature, which leads to some slow points, especially in Act Two. But, more often than not, ""Hadestown"" is exciting, compelling and beautiful.",amNY,Matt Windman,04/17/2019
138,Hadestown,9,"Review: The Metamorphosis of ‘Hadestown,’ From Cool to Gorgeous","The gods, or more likely Ms. Chavkin and her creative team, have saved ""Hadestown"" on its way uptown - via Edmonton and London - by turning it into something very much warmer, if not yet ideally warm. The story is clearer, the songs express that story more directly and the larger themes arise from it naturally rather than demanding immediate attention like overeager undergraduates.",New York Times,Ben Brantley,04/17/2019
139,Hadestown,9,Theater Review: The Songwriting and Storytelling Tours-de-Force of Hadestown,"Hadestown has arrived on Broadway. Like so many of its mythic antecedents, it's the product of much metamorphosis, and its current manifestation feels lush, vigorous, and formally exciting, not to mention, in certain moments, witchily prescient.",Vulture,Sara Holdren,04/17/2019
140,Hadestown,9,'Hadestown': Theater Review,"In ""Road to Hell,"" the exhilarating opening number of the utterly fabulous Hadestown, Hermes, the conductor of souls into the afterlife, invites us to ""Ride that train to the end of the line."" He's played with seductive authority and knowing humor by the eternally elegant Andre De Shields, outfitted like a superfly pimp in a flashy silver suit, and it's hard to imagine anyone resisting his call. He sells a ticket to a bewitching journey that pays off at every turn.",Hollywood Reporter,David Rooney,04/17/2019
141,Hadestown,9,Broadway’s ‘Hadestown’ Raises Hell And Musical Stakes For The Tony Season: Review,"Written by the immensely talented singer-songwriter Anaïs Mitchell - the musical began life as folk opera concept album, then was developed at New York Theatre Workshop - Hadestown is brought to remarkable life by director Rachel Chavkin, who does for the Quarter and hell what she did for Tolstoy's Russia with 2016's equally fine Natasha, Pierre & the Great Comet of 1812.",Deadline,Greg Evans,04/17/2019
142,Hadestown,9,‘Hadestown’ Broadway Review: A Mythic New Musical for the Trump Era,"Chavkin, her production team and cast are working at the top of their form - and they go a long way to masking some of the show's shortcomings. Mitchell is a better composer than a lyricist, alas, and sometimes leans too heavily on De Shields' narration to advance the plot instead of her occasionally repetitive songs. And the fact remains that there's just not much story here - not nearly enough for a two and a half hour show.",The Wrap,Thom Geier,04/17/2019
143,Hadestown,9,"‘Hadestown,’ the Little Indie Musical That Could, Takes on Broadway","This chilling scene remains the centerpiece of Hadestown, a love story and class-struggle parable based on the Orpheus myth that arrives on the same Broadway stage Bruce Springsteen worked for 14 months prior. The cast has changed from Mitchell's original LP (where Bon Iver's Justin Vernon, The Low Anthem's Ben Knox Miller and activist folk hero Ani DiFranco joined Mitchell and Brown in the leads). But the work's musical integrity and proletariat spirit remains largely intact.",Rolling Stone,Will Hermes,04/17/2019
144,Hadestown,9,Broadway's Hadestown takes an epic musical journey to the underworld: EW review,"As far as tales as old as time go, the stories of Greek mythology are pretty high up there, those epic stories of gods and men that have been told for thousands of years and inspired countless adaptations. But there's little that feels old or stately about the way those stories - those old songs, those sad songs - are told in Hadestown, which makes its Broadway bow Thursday with a journey to the underworld that feels like it sprung forth as something entirely new.",Entertainment Weekly,Jessica Derschowitz,04/17/2019
145,Hadestown,9,‘Hadestown’ review: This devilish new musical looks poised for Tonys victory,"Still, if this is your first visit to ""Hadestown,"" it's likely to be a satisfying one. Mitchell and director Rachel Chavkin (""Natasha, Pierre and the Great Comet of 1812"") do an impressive job updating an oft-recounted myth; in this telling, Orpheus (Reeve Carney) falls in love with Eurydice (Eva Noblezada), who in turn flees to Hadestown after its ruler Hades (Patrick Page, whose basso profundo is the stuff of nightmares and/or action movie trailers) promises to end her hunger. The actors are all excellent, with one standing slightly above the rest: In the role of Hades' queen Persephone, the extraordinary Amber Grey (who originated the role off Broadway) gives us a kind of Hellenistic Age Real Housewife, both garishly funny and romantically yearning.",NJ.com,Christopher Kelly,04/17/2019
146,Hadestown,8,BWW Review: New Orleans Gets Mythological in Anaïs Mitchell's Exhilarating Bluesy Folk Opera HADESTOWN,"If the story loses steam a bit in the second act, the storytelling doesn't, and at the center of Hadestown is the theme of why we repeat the songs and stories that we've heard and sung countless times before. As she did with her excellent staging of NATASHA, PIERRE & THE GREAT COMET OF 1812, Chavkin turns her cast into an irresistible community of storytelling entertainers, carrying on their traditions even after they've taken their bows. Working with a turntable floor, she and choreographer David Neumann create a striking array of visuals, particularly when a group of hanging lamps appear to be choreographed as they swing above the audience.",BroadwayWorld,Michael Dale,04/17/2019
