manual_label,show,rating,title,content,company,author,date
2,Sunday in the Park with George,9,"Yes, Jake Gyllenhaal can sing. You only have to hear him in ‘Sunday in the Park With George’ to know.","Chiefly through Gyllenhaal's performance - at once intense and emotionally transparent - this version makes clearer than ever the incisive emotional channel from Act 1 to Act 2. In each half of the musical, too, there is a visual coup, in the form of an example of each artist's work. At the end of Act 1, it's the thrilling tableau of Seurat's painting come to life. And in Act 2, it's a demonstration of the artist's experiments with color and light in the form of a laser display that he calls a ""chromolume.""",Washington Post,Peter Marks,2/23/17
0,Time and the Conways,5,‘Time and the Conways’ review: ‘Downton Abbey’ cast member can’t save this dull production,"Except for a handful of striking moments, the play comes off as a boring mishmash of Chekhov's ""The Cherry Orchard,"" Sondheim's ""Merrily We Roll Along"" and, of course, ""Downton Abbey."" Perhaps it would work better with an all-English cast that possesses ensemble unity. Here, the performances are uneven - and so are the accents.",amNY,Matt Windman,10/10/17
1,Once On This Island,9,Broadway Review: ‘Once On This Island’,"The ungainly in-the-round stage of Broadway's Circle in the Square is put to imaginative use in director Michael Arden's inspired revival of ""Once On This Island,"" the 1990 musical by Lynn Ahrens (book & lyrics) and Stephen Flaherty (music). The imaginative physical design extends to the auditorium, where colorful laundry hangs on the side walls and luxurious vegetation blooms. Everything about Dane Laffrey's immersive set design welcomes the audience to the little island in the French Antilles where this pretty but sad fable is set.",Variety,Marilyn Stasio,12/3/17
0,Anastasia,6,‘Anastasia’ on Broadway: review,"A young woman with no memory tries to find out who she is in the new Broadway musical ""Anastasia."" The show, despite being filled with some very good songs and performances, suffers from its own identity crisis. It's got a split personality and is torn between whether it's serious drama or frothy musical comedy. One wishes that the creative team - the same one behind ""Ragtime"" - of Terrence McNally (book), Stephen Flaherty (music) and Lynn Ahrens (lyrics) had found a way to make it cohesive and more balanced.",NY Daily News,Joe Dziemianowicz,4/24/17
2,Sunset Boulevard,8,‘Sunset Boulevard’ review: Glenn Close shines in revival,"Two decades since its splashy Broadway premiere, the plot and the production history of ""Sunset Boulevard,"" Andrew Lloyd Webber's sweeping 1990s musical treatment of Billy Wilder's 1950 film noir, have become one and the same. At the end of ""Sunset Boulevard,"" Norma Desmond, the former silent screen star who has spent two decades in lonely obscurity, determinedly thrusts herself back into the spotlight, ready for either a close-up or the madhouse. In sync with Norma's intentions, the musical has returned to Broadway two decades later, bringing Glenn Close (who won a Tony as Norma in 1995) back to the stage and Lloyd Webber (who now has four musicals running simultaneously) back to his glory days.",amNY,Matt Windman,2/9/17
2,Violet,10,BWW Reviews: VIOLET is an Underappreciated Musical Gem,"While there are no miracles of biblical proportions, Violet ends with emotional cleansing, self-realization and hopefulness...Sutton Foster is that rare above-the-title Broadway star who can match polished musical theatre craft with an approachable everywoman quality. As Violet, she mixes her character's devout trust in the Lord with a protective shell of distrust built from twelve years of blaming her dad for both her initial injury and how he handled its aftermath and from dealing with the repulsed and cruel treatment she's received from others for half her life. It was the best acting performance of her New York career...Violet is a small musical of big ideas. Its spectacle comes in its writing and in the opportunity for singing actors to play intriguing characters. This production is not to be missed.",BroadwayWorld,Michael Dale,4/20/14
1,American Psycho,6,'American Psycho' musical spatters blood and scatters style,"...directed with relentless, sensationalist expediency by Rupert Goold...There is no question that ""American Psycho"" is a highly unusual Broadway musical. And one that is cleverly self-protected against the aesthetic police. Goold's staging, and Lynne Page's limb-spewing choreography, evidence little in the way of consistency: Goold, whose work is about as a subtle as Bateman's preferred methods of dissection, switches styles in almost every scene...""American Psycho"" thus is a smug show that games its audience, much as Bateman games his lovers and victims...The score, by Duncan Sheik, employs a narrow and familiar range of notes...It's a myopic mess, musically...underused Alice Ripley and Helene Yorke...Of course, there's no denying Walker's literate attractions, buoyed by the actor's disciplined determination to take the deepest of narcissistic dives with the full knowledge that truly competitive narcissists never self-promote.",Chicago Tribune,Chris Jones,4/21/16
2,Falsettos,8,"Theater Review: Fizzing in Every Direction, Falsettos Marches Back to Broadway","If this Lincoln Center Theater production, directed (like all the earlier New York incarnations) by Lapine, has any serious faults, they arise from that agenda. As written, Marvin is so nasty and erratic in the first act that the plot, which depends on so many people wanting his love, won't turn. Christian Borle can't resolve that contradiction and thus comes off a bit unsteady, at least until he regains his footing in the second act. The other principals, whose roles are more tightly written, are excellent throughout: Andrew Rannells delivering a super-high-gloss Whizzer without reducing him to a boytoy; Stephanie J. Block deftly coloring in Trina's insecurity (and stopping the show with ""I'm Breaking Down""); Brandon Uranowitz offering an unusually sexy Mendel; and Anthony Rosenthal making a crazy-confident Broadway debut as a sweet but not too-sweet Jason. (In the second half, Tracie Thoms and Betsy Wolfe are lovely as ""the lesbians from next door."") .",Vulture,Jesse Green,10/27/16
0,Romeo and Juliet,5,Review ? ROMEO AND JULIET: Deny Thy Director and Refuse Thy Production,"Regrettably, it's the stage-long row of flames that rises from the floor and makes the occasional dramatic cameo that provides any kind of heat in director David Leveaux's soggy production of Romeo and Juliet. Despite the presence of some fine actors who manage to light some sparks here and there, this gimmicky rendering of Shakespeare's tale of adolescent lust gone tragic is curiously lacking in tension, passion, romance and, for some cast members, clear diction.",BroadwayWorld,Michael Dale,9/19/13
1,Be More Chill,8,‘Be More Chill’ Review: No Heat Lost As Joyous Viral Musical Sensation Finally Charges Broadway,"And here is where Be More Chill stakes its most righteous claim: For all of its storyline predictability and maybe too-happy-resolutions, Joe Tracz's book and, especially, Iconis' lyrics don't flinch from the darkness and panic of the teenage mind.",Deadline,Greg Evans,3/10/19
1,A Streetcar Named Desire,7,A Streetcar Named Desire: Theater Review,"This is not a reinvention of the 1947 play, as the casting conceit might suggest. Nor is it a revelation in terms of startling new takes on familiar characters. It tends to under-serve the pathos while more assiduously exploring the humor and sensuality. But while it’s uneven, this is a muscular staging driven by four compelling, sexy lead performances and a sturdy ensemble.",Hollywood Reporter,David Rooney,4/22/12
